name,serving_size,energy_kcal,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,nutrition_score,label
Susu almond So good Almond Milk unsweetend,0.80 g,41.0,1.4,0.8,3.5,0.3,0.0,0.8,-1.0,Sehat
Pocky Chocolate,3 g,230.0,3.0,32.0,10.0,12.0,0.0,0.0,5.5,Tidak Sehat
Pocky Cookies dan cream,3 g,210.0,3.0,26.0,10.0,11.0,0.0,0.0,5.5,Tidak Sehat
Pocky Strawberry,3 g,220.0,3.0,31.0,10.0,9.0,0.0,0.0,5.5,Tidak Sehat
Buavita royale sunshine carrot,2 g,120.0,0.0,28.0,0.0,25.0,0.0,2.0,2.0,Sehat
Buavita royale chloro broccoli,0 g,120.0,0.0,29.0,0.0,27.0,0.0,0.0,3.0,Kurang Sehat
Ades,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sehat
Ademsari chingku,0 g,110.0,0.0,27.0,0.0,25.0,0.0,0.0,3.0,Kurang Sehat
Sprite (kaleng),0 g,100.0,0.0,25.0,0.0,25.0,0.0,0.0,3.0,Kurang Sehat
Chicken teriyaki,1.70 g,168.0,13.0,7.5,9.6,0.0,959.0,0.8,4.0,Kurang Sehat
Kura-kura,Tidak Diketahui,0.7,83.0,19.1,0.0,0.2,0.0,0.0,-1.0,Sehat
Kuro,Tidak Diketahui,0.9,87.0,16.0,1.0,2.2,0.0,0.0,1.5,Sehat
Mcdonald Cheeseburger,2 g,300.0,15.0,33.0,12.0,7.0,0.0,2.0,4.5,Tidak Sehat
Mcdonald Big mac burger,3 g,540.0,25.0,46.0,28.0,9.0,0.0,3.0,4.5,Tidak Sehat
Mcdonald Hamburge,1 g,250.0,13.0,31.0,8.0,6.0,0.0,1.0,4.5,Tidak Sehat
Lovy cookies chocobutter,2 g,150.0,2.0,20.0,8.0,8.0,0.0,0.0,4.0,Kurang Sehat
Lovy cookies coffeeccino,2 g,150.0,2.0,20.0,7.0,7.0,0.0,0.0,4.0,Kurang Sehat
Susu bebelove 6-12bln,0.80 g,140.0,3.0,18.0,6.0,16.2,64.0,0.8,4.0,Kurang Sehat
Promina milky beras merah,8 g,210.0,8.0,35.0,4.5,0.0,150.0,0.0,3.0,Kurang Sehat
Promina pisang susu,8 g,210.0,8.0,35.0,4.5,0.0,150.0,0.0,3.0,Kurang Sehat
Mangga indramayu,Tidak Diketahui,0.1,72.0,0.8,18.7,0.2,0.0,3.0,0.5,Sehat
Maestro light Mayonnaise,0 g,50.0,0.0,7.0,5.0,0.0,130.0,0.0,2.5,Kurang Sehat
La Fonte Fettuccine-30 Pasta,2 g,0.0,8.0,45.0,0.0,3.0,40.0,2.0,4.5,Tidak Sehat
Daun jampang,Tidak Diketahui,1.5,34.0,3.8,5.3,0.5,0.0,0.0,-1.0,Sehat
sambal pecel,9 g,220.0,9.0,23.0,10.0,0.0,0.0,0.0,2.0,Sehat
Cerebrofort Marine Gummy Strawberry,1 g,0.0,1.0,8.0,0.0,6.0,10.0,0.0,5.0,Tidak Sehat
Pecel sayur dengan lauk,25.17 g,408.0,25.17,27.07,25.18,0.0,272.0,0.0,4.5,Tidak Sehat
Teh celup sosro,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sehat
teh cap dandang black tea,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sehat
Bawang merah,Tidak Diketahui,1.0,46.0,1.5,9.2,0.3,0.0,7.0,0.5,Sehat
Balichong,3.60 g,152.0,13.2,22.9,0.8,0.0,120.0,1.5,1.5,Sehat
Batatas kelapa kukus,1.80 g,92.0,1.2,21.0,0.3,0.0,10.0,4.1,1.5,Sehat
Kuaci Rebo origial,3 g,110.0,5.0,3.0,9.0,0.0,130.0,3.0,3.0,Kurang Sehat
KFC Original recipe dada,39 g,390.0,39.0,11.0,21.0,0.0,0.0,0.0,1.5,Sehat
KFC Original recipe paha bawah,12 g,130.0,12.0,4.0,8.0,0.0,0.0,0.0,0.5,Sehat
KFC Original recipe paha atas,19 g,280.0,19.0,8.0,19.0,0.0,0.0,0.0,1.5,Sehat
KFC Original recipe sayap,10 g,130.0,10.0,3.0,8.0,0.0,0.0,0.0,0.5,Sehat
Kue bangket,0.90 g,388.0,1.5,80.3,1.2,0.0,67.0,0.0,4.0,Kurang Sehat
Lengkuas/Boros laja,Tidak Diketahui,1.0,26.0,1.0,4.7,0.3,0.0,24.0,-1.0,Sehat
Tummy yogurt mango carrot,11 g,150.0,3.0,29.0,2.0,18.0,0.0,11.0,2.0,Sehat
Corn flakes,1 g,110.0,2.0,26.0,0.0,3.0,0.0,1.0,2.0,Sehat
Eskrim cornetto chocolate,2 g,260.0,3.0,34.0,12.0,22.0,0.0,2.0,4.5,Tidak Sehat
Kerokot,Tidak Diketahui,1.1,26.0,1.7,3.8,0.4,0.0,4.0,-1.0,Sehat
Coklat Lindt 70% Cocoa smooth dark,3 g,250.0,3.0,17.0,19.0,12.0,0.0,3.0,4.0,Kurang Sehat
Teh Kotak Less Sugar,0 g,70.0,0.0,19.0,0.0,0.0,5.0,0.0,0.0,Sehat
Granola creation tropical fruit and nuts,2 g,162.0,7.0,23.0,5.0,5.0,0.0,2.0,3.0,Kurang Sehat
Go Natural fruit and nut delight,5.40 g,230.0,6.2,20.7,13.5,12.1,0.0,5.4,4.0,Kurang Sehat
Carman's fruit and nut,3.10 g,183.0,4.1,25.1,6.7,7.8,0.0,3.1,4.5,Tidak Sehat
Sonice Chicken Stick,13 g,250.0,13.0,13.0,17.0,0.0,0.0,0.0,1.5,Sehat
Sonice Chicken karage,12 g,300.0,12.0,21.0,18.0,0.0,0.0,0.0,1.5,Sehat
lontong,1.20 g,144.0,2.76,31.76,0.23,0.12,0.0,1.2,-0.5,Sehat
Cimory Soyamilk,10 g,260.0,10.0,42.0,6.0,18.0,0.0,0.0,3.0,Kurang Sehat
Cimory yogurt set low fat,5 g,60.0,5.0,8.0,1.5,0.0,0.0,0.0,-1.0,Sehat
Cimory yogurt drink,26 g,180.0,6.0,32.0,2.0,0.0,0.0,26.0,0.5,Sehat
Salak bali,0.70 g,57.0,0.5,13.6,0.1,0.0,0.0,1.3,-1.0,Sehat
Salak medan,8.50 g,55.0,0.4,12.8,0.2,0.0,39.0,3.2,1.5,Sehat
Salak,0.70 g,77.0,0.4,20.9,0.0,0.0,0.0,0.0,0.0,Sehat
Jamur tiram,Tidak Diketahui,0.6,30.0,1.9,5.5,0.1,0.0,22.0,-1.0,Sehat
Rujak cingur,1.40 g,153.0,11.3,8.0,8.4,0.0,0.0,1.4,0.5,Sehat
Pisang angleng (pisang ampyang),Tidak Diketahui,1.0,68.0,1.3,17.2,0.2,0.0,23.0,0.5,Sehat
Anggur hutan,Tidak Diketahui,0.2,30.0,0.5,6.8,0.2,0.0,0.0,0.5,Sehat
kopi kapal api special mix,1 g,100.0,1.0,23.0,1.0,0.0,10.0,0.0,3.0,Kurang Sehat
WRP truil bar,2 g,80.0,1.0,14.0,3.5,7.0,0.0,2.0,1.5,Sehat
WRP deli chips,3 g,210.0,1.0,26.0,11.0,1.0,0.0,3.0,4.5,Tidak Sehat
Arwan sirsir,2.90 g,277.0,2.4,10.7,25.0,0.0,240.0,4.6,4.0,Kurang Sehat
Sirsak,0.70 g,65.0,1.0,16.3,0.3,0.0,2.0,3.2,-1.0,Sehat
Gula putih / Gula Pasir,0.60 g,394.0,0.0,94.0,0.0,0.0,1.0,0.0,1.5,Sehat
Sirup,1 g,213.0,0.0,55.0,0.0,0.0,3.0,0.0,1.5,Sehat
yoghurt cimory,5 g,180.0,6.0,36.0,2.0,26.0,90.0,5.0,5.5,Tidak Sehat
Kelapa parut,3 g,283.0,3.0,10.0,27.0,0.0,0.0,0.0,2.5,Kurang Sehat
Ikan Layur,Tidak Diketahui,0.5,82.0,18.0,0.4,1.0,0.0,0.0,1.5,Sehat
Lays krim dan bawang,2 g,110.0,2.0,11.0,6.0,0.0,0.0,0.0,0.0,Sehat
Bunga pepaya,Tidak Diketahui,1.7,45.0,2.6,8.1,0.3,0.0,2.0,0.5,Sehat
Erbis,Tidak Diketahui,0.5,70.0,0.6,18.9,0.0,0.0,21.0,0.5,Sehat
Jagung titi,0.10 g,374.0,9.4,79.1,2.2,0.0,0.0,0.8,0.5,Sehat
Del Monte Barbaque Sauce (250 g),0 g,60.0,0.0,14.0,0.0,10.0,880.0,0.0,5.0,Tidak Sehat
Kacang belimbing rebus,1.20 g,204.0,16.9,17.5,8.8,0.0,43.0,4.8,4.0,Kurang Sehat
Tempe kacang belimbing,1.40 g,212.0,17.5,12.9,10.0,0.0,0.0,2.9,1.5,Sehat
Belimbing,Tidak Diketahui,0.4,36.0,0.4,8.8,0.4,0.0,4.0,0.5,Sehat
Nutrisari Es Rujak,0 g,50.0,0.0,12.0,0.0,10.0,150.0,0.0,5.0,Tidak Sehat
Rujak lontong,11.98 g,243.0,11.98,24.7,12.3,0.0,278.0,0.0,4.5,Tidak Sehat
Belitung kukus,1.10 g,145.0,1.2,34.2,0.4,0.0,7.0,1.0,-0.5,Sehat
Enting-enting gepuk kacang tanah,1.40 g,524.0,13.3,52.0,29.2,0.0,0.0,0.2,2.0,Sehat
Pisang kepok rebus,1.55 g,145.0,1.55,37.91,0.44,0.0,5.0,0.0,0.5,Sehat
Meiji Plain Crackers with Oat,2 g,120.0,3.0,19.0,3.5,0.0,120.0,2.0,1.5,Sehat
Meiji Plain Crackers (isi 4 bungkus),2 g,120.0,3.0,19.0,3.5,1.0,125.0,2.0,4.0,Kurang Sehat
Barongko,0.70 g,159.0,3.1,23.5,5.8,0.0,46.0,0.0,3.0,Kurang Sehat
Saladstop Omega 3 baby,6.70 g,391.3,17.3,18.6,28.7,9.6,0.0,6.7,4.0,Kurang Sehat
Blue Band,0 g,90.0,0.0,0.0,10.0,0.0,125.0,0.0,4.0,Kurang Sehat
Gilus mix sensasi aroma pandan (isi 10 sachet),1 g,90.0,1.0,21.0,0.5,17.0,0.0,0.0,2.5,Kurang Sehat
Sasa Santan Kelapa,0 g,35.0,0.0,1.0,4.0,0.0,15.0,0.0,2.5,Kurang Sehat
Sasa Santan Kelapa Coconut Cream,0 g,35.0,0.0,1.0,4.0,0.0,15.0,0.0,2.5,Kurang Sehat
Sasa Tepung Bakwan,0 g,0.0,1.0,8.0,0.0,1.0,150.0,0.0,5.0,Tidak Sehat
Goldenfil Choco Crunchy,1 g,30.0,1.0,13.0,6.0,10.0,20.0,0.0,5.0,Tidak Sehat
san remo sauce tomato basil,2 g,96.0,2.0,11.5,4.6,7.4,0.0,0.0,2.5,Kurang Sehat
Silky Pudding Coklat,3 g,130.0,3.0,23.0,3.5,0.0,35.0,0.0,3.0,Kurang Sehat
Kacang kedelai rebus,2.10 g,189.0,20.2,12.7,8.2,0.0,181.0,1.6,4.0,Kurang Sehat
Emping komak,2.70 g,355.0,17.8,60.7,4.6,0.0,24.0,0.0,3.0,Kurang Sehat
Chatime hazelnut milk tea,1 g,244.0,1.0,36.0,10.5,28.5,0.0,0.0,5.5,Tidak Sehat
Chatime hazelnut milk tea (no sugar),1 g,185.0,1.0,20.5,11.0,15.0,0.0,0.0,5.0,Tidak Sehat
gastone lago poker wafer with hazelnut cream,1 g,130.0,1.0,17.0,6.0,0.0,35.0,0.0,2.5,Kurang Sehat
Mom's Recipe Silky Pudding rasa cokelat (155 g),3 g,130.0,3.0,23.0,3.5,17.0,35.0,0.0,5.5,Tidak Sehat
Mom's Recipe Silky Pudding rasa permen karet (155 g),3 g,130.0,3.0,24.0,3.0,17.0,40.0,0.0,5.5,Tidak Sehat
Kewpie mayonais original,1 g,100.0,1.0,0.0,11.0,0.0,70.0,0.0,4.0,Kurang Sehat
Kewpie Thousand island,1 g,70.0,1.0,4.0,6.0,0.0,260.0,0.0,2.5,Kurang Sehat
Kewpie Tomat pedas,1 g,80.0,1.0,5.0,6.0,0.0,350.0,0.0,2.5,Kurang Sehat
Kewpie Wijen sangrai,1 g,90.0,1.0,5.0,7.0,0.0,190.0,0.0,4.0,Kurang Sehat
Kentang,Tidak Diketahui,0.8,62.0,2.1,13.5,0.2,0.0,7.0,0.5,Sehat
Happytos,1 g,144.0,2.0,16.0,7.0,0.0,0.0,1.0,0.5,Sehat
japato potato chips rasa happy honey butter,1 g,100.0,1.0,13.0,5.0,0.0,270.0,0.0,2.5,Kurang Sehat
Happy Tos Corn Chips,1 g,130.0,2.0,16.0,6.0,1.0,100.0,1.0,4.0,Kurang Sehat
Yoshinoya Beef bowl (Large bowl),5 g,1040.0,43.0,131.0,38.0,8.0,0.0,5.0,4.5,Tidak Sehat
Yoshinoya Teriyaki (Large bowl),9 g,1140.0,66.0,165.0,25.0,25.0,0.0,9.0,4.5,Tidak Sehat
Daun ubi tinta,Tidak Diketahui,1.2,55.0,1.7,11.9,0.1,0.0,10.0,0.5,Sehat
Sukun muda,1 g,119.0,1.4,28.1,0.2,0.0,24.0,1.4,2.0,Sehat
Kacang tanah sangan tanpa selaput,2.70 g,559.0,26.9,23.6,44.2,0.0,33.0,2.6,4.5,Tidak Sehat
Daun selasih,Tidak Diketahui,1.9,62.0,4.0,10.5,0.5,0.0,3.0,0.5,Sehat
Peterseli,Tidak Diketahui,2.4,53.0,3.7,9.0,1.0,0.0,18.0,3.0,Kurang Sehat
Kenari kering,3 g,657.0,15.0,13.0,66.0,0.0,3.0,0.0,1.5,Sehat
Daun pepaya,Tidak Diketahui,2.7,87.0,8.0,11.9,2.0,0.0,4.0,3.0,Kurang Sehat
Jamur encik,2.70 g,296.0,9.4,62.0,0.1,0.0,2.0,0.0,0.5,Sehat
French fries,4 g,380.0,5.0,53.0,17.0,0.0,0.0,4.0,2.0,Sehat
Curry Croquette,1 g,180.0,1.0,21.0,9.0,1.0,0.0,1.0,4.0,Kurang Sehat
Jantung pisang segar,1.20 g,32.0,1.2,7.1,0.3,0.0,3.0,3.2,-1.0,Sehat
Jeruk nipis,Tidak Diketahui,0.4,44.0,0.5,10.0,0.2,0.0,3.0,0.5,Sehat
Ayam brand tuna dalam air,13 g,50.0,13.0,0.0,0.0,0.0,0.0,0.0,-1.0,Sehat
Daun matel ambon,Tidak Diketahui,3.0,71.0,6.8,11.5,1.6,0.0,0.0,3.0,Kurang Sehat
WRP lose weight meal replacement,3 g,15.0,14.0,35.0,1.5,16.0,260.0,3.0,4.5,Tidak Sehat
Ayam bacem,13.70 g,147.0,13.7,8.3,6.7,0.0,0.0,0.0,0.5,Sehat
Tahu bacem,1.90 g,24.0,1.9,1.09,1.47,0.0,34.0,0.0,2.5,Kurang Sehat
cemcem pilus rasa keju panggang,1 g,100.0,1.0,13.0,5.0,0.0,270.0,0.0,2.5,Kurang Sehat
Pronas kornet ayam,2 g,70.0,5.0,5.0,3.0,0.0,0.0,2.0,-1.0,Sehat
Bentul kukus,0.90 g,71.0,2.3,15.4,0.3,0.0,0.0,0.5,-1.0,Sehat
Nanas palembang,Tidak Diketahui,0.3,58.0,0.7,13.3,0.2,0.0,7.0,0.5,Sehat
Esprecielo caramel macchiato,0 g,110.0,1.0,17.0,4.0,10.0,0.0,0.0,2.5,Kurang Sehat
Starbucks Espresso Brownie,4 g,370.0,4.0,43.0,21.0,30.0,115.0,0.0,8.0,Tidak Sehat
Piatos iga penyet,0 g,60.0,0.0,7.0,3.5,0.0,80.0,0.0,2.5,Kurang Sehat
piattos iga penyet,1 g,60.0,1.0,13.0,7.0,0.0,160.0,0.0,4.0,Kurang Sehat
Pia 100 Rasa Kacang Hijau,2 g,100.0,2.0,17.0,3.0,0.0,15.0,0.0,2.5,Kurang Sehat
japato potato chips rasa rumput laut,1 g,150.0,1.0,15.0,10.0,0.0,150.0,0.0,4.0,Kurang Sehat
Pork rib,19.90 g,211.0,19.9,0.0,12.01,0.0,0.0,0.0,1.5,Sehat
Kacang tanah sangan,2.10 g,560.0,29.5,24.1,43.0,0.0,34.0,2.9,4.5,Tidak Sehat
Frozen food Puff Pastry Sheet,3 g,200.0,3.0,18.0,13.0,0.0,0.0,0.0,2.5,Kurang Sehat
Cheetos Puffs,0.90 g,160.0,2.0,16.0,10.0,0.9,0.0,0.9,4.0,Kurang Sehat
Promina puff rasa blueberry,1 g,80.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,Sehat
Floridina Orange Pulp & Coco Bitz,0 g,90.0,0.0,21.0,0.0,19.0,25.0,0.0,5.0,Tidak Sehat
Minute Maid Pulpy rasa jambu,0 g,0.0,0.0,23.0,0.0,22.0,20.0,0.0,5.5,Tidak Sehat
Minute Maid Pulpy rasa jeruk,0 g,130.0,0.0,34.0,0.0,27.0,45.0,0.0,5.5,Tidak Sehat
Minute Maid Pulpy rasa anggur dengan nata de coco,0 g,0.0,0.0,28.0,0.0,24.0,10.0,0.0,5.5,Tidak Sehat
kentang rebus,2.50 g,76.0,1.37,17.72,0.14,5.74,27.0,2.5,4.0,Kurang Sehat
Jawara cabai tabur jambal,0 g,10.0,0.0,2.0,0.0,0.0,150.0,0.0,2.5,Kurang Sehat
Jawara cabai tabur bawang goreng,0 g,10.0,0.0,2.0,0.0,0.0,150.0,0.0,2.5,Kurang Sehat
Red Bull,0 g,112.0,0.0,28.0,0.0,0.0,0.0,0.0,0.5,Sehat
Sushi red bull roll,1 g,484.0,28.0,72.0,7.5,28.0,0.0,1.0,4.5,Tidak Sehat
OREO SOFT CAKE,1 g,80.0,1.0,8.0,5.0,0.0,50.0,0.0,2.5,Kurang Sehat
Koko krunch,1 g,110.0,2.0,23.0,1.0,9.0,0.0,1.0,2.0,Sehat
Krupuk udang Ny. Siok (mentah),2 g,70.0,2.0,16.0,0.0,2.0,260.0,0.0,5.0,Tidak Sehat
Cookies Oat krunch coklat gelap,2 g,120.0,2.0,18.0,4.5,6.0,0.0,2.0,1.5,Sehat
Kacang tunis,3.20 g,351.0,12.2,72.9,1.2,0.0,1.0,29.5,0.5,Sehat
Carica papaya,Tidak Diketahui,0.9,24.0,1.9,3.7,0.2,0.0,0.0,-1.0,Sehat
Rica-rica taipa,1.40 g,49.0,1.6,10.0,0.3,0.0,426.0,0.0,2.5,Kurang Sehat
Babi hutan masak rica,2.70 g,491.0,24.6,0.2,16.3,0.0,1415.0,0.0,4.0,Kurang Sehat
Folabee rasa coklat,2 g,25.0,3.0,26.0,5.0,9.0,190.0,2.0,4.5,Tidak Sehat
Pop Ice Rasa Cokelat,1 g,10.0,1.0,22.0,1.0,17.0,35.0,0.0,5.0,Tidak Sehat
Matcha Tea Latte,6.50 g,190.0,6.5,31.5,4.0,30.0,0.0,0.0,3.0,Kurang Sehat
Susu Slim dan fit coklat,5 g,200.0,15.0,30.0,3.0,12.0,0.0,5.0,3.0,Kurang Sehat
Susu Slim dan fit vanila,5 g,200.0,15.0,30.0,2.5,13.0,0.0,5.0,3.0,Kurang Sehat
Fitmee mie goreng Korea,3 g,150.0,1.0,29.0,4.0,6.0,400.0,3.0,4.5,Tidak Sehat
Fitmee rasa soto,2 g,60.0,0.0,10.0,2.0,2.0,430.0,2.0,4.0,Kurang Sehat
Terong asam,Tidak Diketahui,0.8,37.0,2.0,6.3,0.4,0.0,3.0,0.5,Sehat
Lema / rebung asam,0.40 g,15.0,1.0,1.9,0.4,0.0,3.0,0.0,0.0,Sehat
san remo pasta sauce spaghetti (mentah),3.80 g,457.0,15.0,90.0,2.5,3.1,0.0,3.8,3.0,Kurang Sehat
Pasta La fonte spaghetti with mushroom sauce,3 g,340.0,8.0,60.0,4.0,7.0,0.0,3.0,3.0,Kurang Sehat
Pasta La fonte spaghetti with chicken sauce,4 g,340.0,10.0,57.0,8.0,0.0,0.0,4.0,2.0,Sehat
tini mini biti,1 g,60.0,1.0,8.0,2.5,0.0,140.0,0.0,2.5,Kurang Sehat
Kacang atom,2.20 g,533.0,27.8,28.8,38.1,0.0,0.0,2.5,2.0,Sehat
Tomat merah,Tidak Diketahui,0.6,24.0,1.3,4.7,0.5,0.0,10.0,-1.0,Sehat
Tomat muda,Tidak Diketahui,2.0,24.0,2.0,3.3,0.7,0.0,10.0,1.5,Sehat
Ikan Katombo asin,100 g,162.0,31.7,0.3,2.8,0.0,4393.0,0.0,2.5,Kurang Sehat
Yogurt greek yummy strawberry,8 g,120.0,8.0,16.0,3.0,9.0,70.0,0.0,4.0,Kurang Sehat
Mayumi saus creamy serbaguna rasa pedas (180 g),591 g,100.0,0.0,3.0,10.0,3.0,270.0,0.0,6.5,Tidak Sehat
Yummy bites Originak,2 g,50.0,2.0,8.0,1.0,2.0,35.0,0.0,5.0,Tidak Sehat
Soboro Bread,1 g,300.0,7.0,56.0,7.0,16.0,0.0,1.0,4.5,Tidak Sehat
Beras siger,0.70 g,344.0,1.1,28.3,0.2,0.0,106.0,5.6,3.0,Kurang Sehat
Doritos Nacho Cheese,2 g,100.0,2.0,12.0,5.0,0.0,125.0,0.0,2.5,Kurang Sehat
Teh botol sosro tawar,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sehat
Keju Castello Brie,0 g,73.0,5.0,0.03,6.0,0.03,0.0,0.0,-1.0,Sehat
Keju Castello camembert,5 g,73.0,5.0,0.03,6.0,0.03,0.0,0.0,-1.0,Sehat
Diabetasol sweetener,0 g,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Sehat
MILO cereal,2 g,110.0,2.0,23.0,1.0,9.0,0.0,2.0,2.0,Sehat
Origo coffe cereal latte,6.80 g,238.0,6.8,38.69,6.0,17.39,0.0,0.0,3.0,Kurang Sehat
Ayam brand chilli tuna,8 g,100.0,8.0,3.0,6.0,2.0,0.0,0.0,1.5,Sehat
Baked Potato Chili'n cheese,8 g,460.0,19.0,71.0,11.0,7.0,0.0,8.0,4.5,Tidak Sehat
Chili Cheese Fries ( 1 porsi),6 g,500.0,16.0,53.0,25.0,4.0,0.0,6.0,4.5,Tidak Sehat
hilo teen,6 g,25.0,6.0,33.0,2.5,26.0,135.0,0.0,4.5,Tidak Sehat
Gemez Enaak Snack Mi,2 g,40.0,2.0,13.0,4.0,0.0,240.0,0.0,2.5,Kurang Sehat
Pankreas kambing (mentah),0 g,152.0,14.84,0.0,9.82,0.0,0.0,0.0,0.5,Sehat
Domino Pizza Beef Pepperoni feast,2 g,370.0,16.0,36.0,17.0,3.0,890.0,2.0,7.0,Tidak Sehat
Jasuke,Tidak Diketahui,3.22,86.0,3.22,19.02,1.18,0.0,0.0,3.0,Kurang Sehat
TEH KOTAK JASMINE TEA,0 g,100.0,0.0,26.0,0.0,26.0,15.0,0.0,5.5,Tidak Sehat
Sayur lilin-terubuk,1.40 g,36.0,2.7,4.8,0.7,0.0,30.0,1.4,1.5,Sehat
Yupi Gummy Pizza,1 g,0.0,1.0,12.0,0.0,8.0,0.0,0.0,2.5,Kurang Sehat
Labu waluh,Tidak Diketahui,1.0,32.0,1.1,6.6,0.1,0.0,1.0,0.5,Sehat
Waluh balamak,1 g,45.0,0.8,8.1,0.9,0.0,61.0,7.9,1.5,Sehat
Brongkos,2.40 g,141.0,15.3,12.6,3.3,0.0,0.0,1.0,-1.0,Sehat
Kuaci Rebo salted caramel,1 g,50.0,2.0,1.0,4.0,0.0,90.0,1.0,1.5,Sehat
Wajik,1.99 g,152.0,1.99,34.2,0.68,0.0,70.0,0.0,3.0,Kurang Sehat
Lantar,Tidak Diketahui,0.8,34.0,2.2,5.5,0.3,0.0,3.0,-1.0,Sehat
Lontar,Tidak Diketahui,0.4,27.0,0.4,6.0,0.2,0.0,0.0,-1.0,Sehat
Tekokak,Tidak Diketahui,1.0,34.0,2.0,7.9,0.1,0.0,3.0,0.5,Sehat
Tekokak kering,8.10 g,302.0,8.3,72.6,1.7,0.0,9.0,21.2,3.0,Kurang Sehat
Ikan Papuyu bakar,3 g,152.0,17.6,6.7,6.1,0.0,320.0,0.0,1.5,Sehat
san remo pasta sauce wholemeal (mentah),11 g,452.0,19.0,78.0,4.0,4.0,0.0,11.0,3.0,Kurang Sehat
san remo pasta sauce spinach fettuccine(mentah),6 g,457.0,15.0,89.0,2.5,4.0,0.0,6.0,3.0,Kurang Sehat
Ongol-ongol sagu,0.50 g,111.0,0.3,21.2,2.7,0.0,0.0,0.3,-1.0,Sehat
Mangga golek,Tidak Diketahui,0.4,63.0,0.5,16.7,0.2,0.0,3.0,0.5,Sehat
Indomie salted Egg,2 g,480.0,11.0,53.0,25.0,6.0,0.0,2.0,4.5,Tidak Sehat
Sirup Sunquick Mango,0 g,45.0,0.0,10.0,0.0,9.0,0.0,0.0,2.5,Kurang Sehat
Susu kental tak manis,1.50 g,138.0,7.0,9.9,7.9,0.0,140.0,0.0,3.0,Kurang Sehat
Kucai,Tidak Diketahui,0.9,45.0,2.2,10.3,0.3,0.0,21.0,0.5,Sehat
Biji wijen,17.73 g,573.0,17.73,23.45,49.67,0.0,0.0,0.0,2.0,Sehat
Domino Pizza Extravaganza,2 g,390.0,17.0,38.0,18.0,3.0,970.0,2.0,7.0,Tidak Sehat
Daun kacang panjang,Tidak Diketahui,1.1,30.0,3.1,5.8,0.3,0.0,7.0,-1.0,Sehat
Kacang panjang,Tidak Diketahui,0.5,31.0,2.3,5.3,0.1,0.0,30.0,-1.0,Sehat
Terung panjang,Tidak Diketahui,0.7,25.0,2.1,5.3,0.1,0.0,9.0,-1.0,Sehat
Ubi jalar putih,Tidak Diketahui,0.8,88.0,0.4,20.6,0.4,0.0,2.0,0.5,Sehat
Pork Belly,9.34 g,518.0,9.34,0.0,53.01,0.0,0.0,0.0,1.5,Sehat
Nugget Ayam Akumo,13 g,340.0,13.0,30.0,19.0,0.0,610.0,0.0,4.5,Tidak Sehat
NUtrijell Balanced Color Delima,1 g,0.0,0.0,3.0,0.0,1.0,15.0,1.0,4.0,Kurang Sehat
Ellenka Fiber Creme,1 g,10.0,0.0,2.0,1.0,0.0,5.0,1.0,-1.0,Sehat
Teh pucuk harum,0 g,140.0,0.0,36.0,0.0,36.0,0.0,0.0,3.0,Kurang Sehat
Sambal cuk original cabe,4 g,160.0,1.0,9.0,13.0,3.0,0.0,4.0,4.0,Kurang Sehat
Sambal cuk ikan roa asap,3 g,220.0,4.0,7.0,20.0,4.0,0.0,3.0,4.0,Kurang Sehat
Ladaku Merica Bubuk,0 g,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Sehat
gerry salut malkist rasa chocolate,2 g,130.0,2.0,19.0,5.0,5.0,120.0,0.0,5.0,Tidak Sehat
Lobster,1.88 g,77.0,16.52,0.0,0.75,0.0,423.0,0.0,1.5,Sehat
Teh frestea,0 g,160.0,0.0,40.0,0.0,36.0,0.0,0.0,4.0,Kurang Sehat
Baked lotus paste mooncake,1.34 g,191.0,2.78,25.38,8.66,0.0,0.0,1.34,2.0,Sehat
Sushi hand roll unagi,1 g,152.0,9.0,14.0,6.0,1.0,0.0,1.0,1.5,Sehat
Sushi hand roll shrimp,1 g,90.0,8.0,9.0,2.0,0.5,0.0,1.0,-1.0,Sehat
Coklat Ritter Sport Whole Almonds,3 g,140.0,3.0,13.0,9.0,9.0,0.0,0.0,4.0,Kurang Sehat
Daun paku,Tidak Diketahui,1.2,29.0,3.4,6.5,0.1,0.0,19.0,0.5,Sehat
Ketimun krai,Tidak Diketahui,0.5,10.0,0.5,2.0,0.2,0.0,10.0,-1.0,Sehat
Quaker 3 in 1,1 g,120.0,1.0,22.0,3.0,11.0,0.0,1.0,1.5,Sehat
Heavenly Kitchen Thai Tea Latte,1 g,100.0,1.0,19.0,2.5,0.0,70.0,0.0,2.5,Kurang Sehat
Milkita Assorted Milk Candy,0 g,15.0,0.0,14.0,1.5,9.0,5.0,0.0,2.5,Kurang Sehat
Kundur,Tidak Diketahui,0.7,22.0,0.4,4.7,0.2,0.0,2.0,-1.0,Sehat
