name,serving_size,energy_kcal,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,label
Sasa Santan Kelapa Coconut Cream,0 g,35.0,0.0,1.0,4.0,0.0,15.0,0.0,Sehat
Sasa Tepung Bakwan,0 g,0.0,1.0,8.0,0.0,1.0,150.0,0.0,Kurang Sehat
Goldenfil Choco Crunchy,1 g,30.0,1.0,13.0,6.0,10.0,20.0,0.0,Kurang Sehat
san remo sauce tomato basil,2 g,96.0,2.0,11.5,4.6,7.4,0.0,0.0,Kurang Sehat
Silky Pudding Coklat,3 g,130.0,3.0,23.0,3.5,0.0,35.0,0.0,Sehat
Kacang kedelai rebus,2.10 g,189.0,20.2,12.7,8.2,0.0,181.0,1.6,Sehat
Emping komak,2.70 g,355.0,17.8,60.7,4.6,0.0,24.0,0.0,Sehat
Chatime hazelnut milk tea,1 g,244.0,1.0,36.0,10.5,28.5,0.0,0.0,Kurang Sehat
Chatime hazelnut milk tea (no sugar),1 g,185.0,1.0,20.5,11.0,15.0,0.0,0.0,Kurang Sehat
gastone lago poker wafer with hazelnut cream,1 g,130.0,1.0,17.0,6.0,0.0,35.0,0.0,Sehat
Mom's Recipe Silky Pudding rasa cokelat (155 g),3 g,130.0,3.0,23.0,3.5,17.0,35.0,0.0,Kurang Sehat
Mom's Recipe Silky Pudding rasa permen karet (155 g),3 g,130.0,3.0,24.0,3.0,17.0,40.0,0.0,Kurang Sehat
Kewpie mayonais original,1 g,100.0,1.0,0.0,11.0,0.0,70.0,0.0,Kurang Sehat
Kewpie Thousand island,1 g,70.0,1.0,4.0,6.0,0.0,260.0,0.0,Kurang Sehat
Kewpie Tomat pedas,1 g,80.0,1.0,5.0,6.0,0.0,350.0,0.0,Kurang Sehat
Kewpie Wijen sangrai,1 g,90.0,1.0,5.0,7.0,0.0,190.0,0.0,Kurang Sehat
Kentang,Tidak Diketahui,0.8,62.0,2.1,13.5,0.2,0.0,7.0,Sehat
Happytos,1 g,144.0,2.0,16.0,7.0,0.0,0.0,1.0,Sehat
japato potato chips rasa happy honey butter,1 g,100.0,1.0,13.0,5.0,0.0,270.0,0.0,Kurang Sehat
Happy Tos Corn Chips,1 g,130.0,2.0,16.0,6.0,1.0,100.0,1.0,Sehat
Yoshinoya Beef bowl (Large bowl),5 g,1040.0,43.0,131.0,38.0,8.0,0.0,5.0,Kurang Sehat
Yoshinoya Teriyaki (Large bowl),9 g,1140.0,66.0,165.0,25.0,25.0,0.0,9.0,Kurang Sehat
Daun ubi tinta,Tidak Diketahui,1.2,55.0,1.7,11.9,0.1,0.0,10.0,Sehat
Sukun muda,1 g,119.0,1.4,28.1,0.2,0.0,24.0,1.4,Sehat
Kacang tanah sangan tanpa selaput,2.70 g,559.0,26.9,23.6,44.2,0.0,33.0,2.6,Kurang Sehat
Daun selasih,Tidak Diketahui,1.9,62.0,4.0,10.5,0.5,0.0,3.0,Sehat
Peterseli,Tidak Diketahui,2.4,53.0,3.7,9.0,1.0,0.0,18.0,Sehat
Kenari kering,3 g,657.0,15.0,13.0,66.0,0.0,3.0,0.0,Kurang Sehat
Daun pepaya,Tidak Diketahui,2.7,87.0,8.0,11.9,2.0,0.0,4.0,Sehat
Jamur encik,2.70 g,296.0,9.4,62.0,0.1,0.0,2.0,0.0,Sehat
French fries,4 g,380.0,5.0,53.0,17.0,0.0,0.0,4.0,Kurang Sehat
Curry Croquette,1 g,180.0,1.0,21.0,9.0,1.0,0.0,1.0,Sehat
Jantung pisang segar,1.20 g,32.0,1.2,7.1,0.3,0.0,3.0,3.2,Sehat
Jeruk nipis,Tidak Diketahui,0.4,44.0,0.5,10.0,0.2,0.0,3.0,Sehat
Ayam brand tuna dalam air,13 g,50.0,13.0,0.0,0.0,0.0,0.0,0.0,Sehat
Daun matel ambon,Tidak Diketahui,3.0,71.0,6.8,11.5,1.6,0.0,0.0,Sehat
WRP lose weight meal replacement,3 g,15.0,14.0,35.0,1.5,16.0,260.0,3.0,Kurang Sehat
Ayam bacem,13.70 g,147.0,13.7,8.3,6.7,0.0,0.0,0.0,Sehat
Tahu bacem,1.90 g,24.0,1.9,1.09,1.47,0.0,34.0,0.0,Sehat
cemcem pilus rasa keju panggang,1 g,100.0,1.0,13.0,5.0,0.0,270.0,0.0,Kurang Sehat
Pronas kornet ayam,2 g,70.0,5.0,5.0,3.0,0.0,0.0,2.0,Sehat
Bentul kukus,0.90 g,71.0,2.3,15.4,0.3,0.0,0.0,0.5,Sehat
Nanas palembang,Tidak Diketahui,0.3,58.0,0.7,13.3,0.2,0.0,7.0,Sehat
Esprecielo caramel macchiato,0 g,110.0,1.0,17.0,4.0,10.0,0.0,0.0,Kurang Sehat
Starbucks Espresso Brownie,4 g,370.0,4.0,43.0,21.0,30.0,115.0,0.0,Tidak Sehat
Piatos iga penyet,0 g,60.0,0.0,7.0,3.5,0.0,80.0,0.0,Kurang Sehat
piattos iga penyet,1 g,60.0,1.0,13.0,7.0,0.0,160.0,0.0,Kurang Sehat
Pia 100 Rasa Kacang Hijau,2 g,100.0,2.0,17.0,3.0,0.0,15.0,0.0,Sehat
japato potato chips rasa rumput laut,1 g,150.0,1.0,15.0,10.0,0.0,150.0,0.0,Kurang Sehat
Pork rib,19.90 g,211.0,19.9,0.0,12.01,0.0,0.0,0.0,Sehat
Kacang tanah sangan,2.10 g,560.0,29.5,24.1,43.0,0.0,34.0,2.9,Kurang Sehat
Frozen food Puff Pastry Sheet,3 g,200.0,3.0,18.0,13.0,0.0,0.0,0.0,Kurang Sehat
Cheetos Puffs,0.90 g,160.0,2.0,16.0,10.0,0.9,0.0,0.9,Sehat
Promina puff rasa blueberry,1 g,80.0,1.0,10.0,3.0,0.0,0.0,0.0,Sehat
Floridina Orange Pulp & Coco Bitz,0 g,90.0,0.0,21.0,0.0,19.0,25.0,0.0,Kurang Sehat
Minute Maid Pulpy rasa jambu,0 g,0.0,0.0,23.0,0.0,22.0,20.0,0.0,Kurang Sehat
Minute Maid Pulpy rasa jeruk,0 g,130.0,0.0,34.0,0.0,27.0,45.0,0.0,Kurang Sehat
Minute Maid Pulpy rasa anggur dengan nata de coco,0 g,0.0,0.0,28.0,0.0,24.0,10.0,0.0,Kurang Sehat
kentang rebus,2.50 g,76.0,1.37,17.72,0.14,5.74,27.0,2.5,Sehat
Jawara cabai tabur jambal,0 g,10.0,0.0,2.0,0.0,0.0,150.0,0.0,Kurang Sehat
Jawara cabai tabur bawang goreng,0 g,10.0,0.0,2.0,0.0,0.0,150.0,0.0,Kurang Sehat
Red Bull,0 g,112.0,0.0,28.0,0.0,0.0,0.0,0.0,Sehat
Sushi red bull roll,1 g,484.0,28.0,72.0,7.5,28.0,0.0,1.0,Kurang Sehat
OREO SOFT CAKE,1 g,80.0,1.0,8.0,5.0,0.0,50.0,0.0,Sehat
Koko krunch,1 g,110.0,2.0,23.0,1.0,9.0,0.0,1.0,Sehat
Krupuk udang Ny. Siok (mentah),2 g,70.0,2.0,16.0,0.0,2.0,260.0,0.0,Kurang Sehat
Cookies Oat krunch coklat gelap,2 g,120.0,2.0,18.0,4.5,6.0,0.0,2.0,Sehat
Kacang tunis,3.20 g,351.0,12.2,72.9,1.2,0.0,1.0,29.5,Sehat
Carica papaya,Tidak Diketahui,0.9,24.0,1.9,3.7,0.2,0.0,0.0,Sehat
Rica-rica taipa,1.40 g,49.0,1.6,10.0,0.3,0.0,426.0,0.0,Kurang Sehat
Babi hutan masak rica,2.70 g,491.0,24.6,0.2,16.3,0.0,1415.0,0.0,Kurang Sehat
Folabee rasa coklat,2 g,25.0,3.0,26.0,5.0,9.0,190.0,2.0,Kurang Sehat
Pop Ice Rasa Cokelat,1 g,10.0,1.0,22.0,1.0,17.0,35.0,0.0,Kurang Sehat
Matcha Tea Latte,6.50 g,190.0,6.5,31.5,4.0,30.0,0.0,0.0,Sehat
Susu Slim dan fit coklat,5 g,200.0,15.0,30.0,3.0,12.0,0.0,5.0,Sehat
Susu Slim dan fit vanila,5 g,200.0,15.0,30.0,2.5,13.0,0.0,5.0,Sehat
Fitmee mie goreng Korea,3 g,150.0,1.0,29.0,4.0,6.0,400.0,3.0,Kurang Sehat
Fitmee rasa soto,2 g,60.0,0.0,10.0,2.0,2.0,430.0,2.0,Sehat
Terong asam,Tidak Diketahui,0.8,37.0,2.0,6.3,0.4,0.0,3.0,Sehat
Lema / rebung asam,0.40 g,15.0,1.0,1.9,0.4,0.0,3.0,0.0,Sehat
san remo pasta sauce spaghetti (mentah),3.80 g,457.0,15.0,90.0,2.5,3.1,0.0,3.8,Sehat
Pasta La fonte spaghetti with mushroom sauce,3 g,340.0,8.0,60.0,4.0,7.0,0.0,3.0,Kurang Sehat
Pasta La fonte spaghetti with chicken sauce,4 g,340.0,10.0,57.0,8.0,0.0,0.0,4.0,Sehat
tini mini biti,1 g,60.0,1.0,8.0,2.5,0.0,140.0,0.0,Kurang Sehat
Kacang atom,2.20 g,533.0,27.8,28.8,38.1,0.0,0.0,2.5,Kurang Sehat
Tomat merah,Tidak Diketahui,0.6,24.0,1.3,4.7,0.5,0.0,10.0,Sehat
Tomat muda,Tidak Diketahui,2.0,24.0,2.0,3.3,0.7,0.0,10.0,Sehat
Ikan Katombo asin,100 g,162.0,31.7,0.3,2.8,0.0,4393.0,0.0,Sehat
Yogurt greek yummy strawberry,8 g,120.0,8.0,16.0,3.0,9.0,70.0,0.0,Kurang Sehat
Mayumi saus creamy serbaguna rasa pedas (180 g),591 g,100.0,0.0,3.0,10.0,3.0,270.0,0.0,Kurang Sehat
Yummy bites Originak,2 g,50.0,2.0,8.0,1.0,2.0,35.0,0.0,Sehat
Soboro Bread,1 g,300.0,7.0,56.0,7.0,16.0,0.0,1.0,Kurang Sehat
Beras siger,0.70 g,344.0,1.1,28.3,0.2,0.0,106.0,5.6,Kurang Sehat
Doritos Nacho Cheese,2 g,100.0,2.0,12.0,5.0,0.0,125.0,0.0,Kurang Sehat
Teh botol sosro tawar,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sehat
Keju Castello Brie,0 g,73.0,5.0,0.03,6.0,0.03,0.0,0.0,Sehat
Keju Castello camembert,5 g,73.0,5.0,0.03,6.0,0.03,0.0,0.0,Sehat
Diabetasol sweetener,0 g,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Sehat
MILO cereal,2 g,110.0,2.0,23.0,1.0,9.0,0.0,2.0,Sehat
Origo coffe cereal latte,6.80 g,238.0,6.8,38.69,6.0,17.39,0.0,0.0,Sehat
Ayam brand chilli tuna,8 g,100.0,8.0,3.0,6.0,2.0,0.0,0.0,Sehat
Baked Potato Chili'n cheese,8 g,460.0,19.0,71.0,11.0,7.0,0.0,8.0,Kurang Sehat
Chili Cheese Fries ( 1 porsi),6 g,500.0,16.0,53.0,25.0,4.0,0.0,6.0,Kurang Sehat
hilo teen,6 g,25.0,6.0,33.0,2.5,26.0,135.0,0.0,Kurang Sehat
Gemez Enaak Snack Mi,2 g,40.0,2.0,13.0,4.0,0.0,240.0,0.0,Kurang Sehat
Pankreas kambing (mentah),0 g,152.0,14.84,0.0,9.82,0.0,0.0,0.0,Sehat
Domino Pizza Beef Pepperoni feast,2 g,370.0,16.0,36.0,17.0,3.0,890.0,2.0,Kurang Sehat
Jasuke,Tidak Diketahui,3.22,86.0,3.22,19.02,1.18,0.0,0.0,Sehat
TEH KOTAK JASMINE TEA,0 g,100.0,0.0,26.0,0.0,26.0,15.0,0.0,Kurang Sehat
Sayur lilin-terubuk,1.40 g,36.0,2.7,4.8,0.7,0.0,30.0,1.4,Sehat
Yupi Gummy Pizza,1 g,0.0,1.0,12.0,0.0,8.0,0.0,0.0,Kurang Sehat
Labu waluh,Tidak Diketahui,1.0,32.0,1.1,6.6,0.1,0.0,1.0,Sehat
Waluh balamak,1 g,45.0,0.8,8.1,0.9,0.0,61.0,7.9,Sehat
Brongkos,2.40 g,141.0,15.3,12.6,3.3,0.0,0.0,1.0,Sehat
Kuaci Rebo salted caramel,1 g,50.0,2.0,1.0,4.0,0.0,90.0,1.0,Sehat
Wajik,1.99 g,152.0,1.99,34.2,0.68,0.0,70.0,0.0,Kurang Sehat
Lantar,Tidak Diketahui,0.8,34.0,2.2,5.5,0.3,0.0,3.0,Sehat
Lontar,Tidak Diketahui,0.4,27.0,0.4,6.0,0.2,0.0,0.0,Sehat
Tekokak,Tidak Diketahui,1.0,34.0,2.0,7.9,0.1,0.0,3.0,Sehat
Tekokak kering,8.10 g,302.0,8.3,72.6,1.7,0.0,9.0,21.2,Sehat
Ikan Papuyu bakar,3 g,152.0,17.6,6.7,6.1,0.0,320.0,0.0,Sehat
san remo pasta sauce wholemeal (mentah),11 g,452.0,19.0,78.0,4.0,4.0,0.0,11.0,Sehat
san remo pasta sauce spinach fettuccine(mentah),6 g,457.0,15.0,89.0,2.5,4.0,0.0,6.0,Sehat
Ongol-ongol sagu,0.50 g,111.0,0.3,21.2,2.7,0.0,0.0,0.3,Sehat
Mangga golek,Tidak Diketahui,0.4,63.0,0.5,16.7,0.2,0.0,3.0,Sehat
Indomie salted Egg,2 g,480.0,11.0,53.0,25.0,6.0,0.0,2.0,Kurang Sehat
Sirup Sunquick Mango,0 g,45.0,0.0,10.0,0.0,9.0,0.0,0.0,Kurang Sehat
Susu kental tak manis,1.50 g,138.0,7.0,9.9,7.9,0.0,140.0,0.0,Sehat
Kucai,Tidak Diketahui,0.9,45.0,2.2,10.3,0.3,0.0,21.0,Sehat
Biji wijen,17.73 g,573.0,17.73,23.45,49.67,0.0,0.0,0.0,Kurang Sehat
Domino Pizza Extravaganza,2 g,390.0,17.0,38.0,18.0,3.0,970.0,2.0,Kurang Sehat
Daun kacang panjang,Tidak Diketahui,1.1,30.0,3.1,5.8,0.3,0.0,7.0,Sehat
Kacang panjang,Tidak Diketahui,0.5,31.0,2.3,5.3,0.1,0.0,30.0,Sehat
Terung panjang,Tidak Diketahui,0.7,25.0,2.1,5.3,0.1,0.0,9.0,Sehat
Ubi jalar putih,Tidak Diketahui,0.8,88.0,0.4,20.6,0.4,0.0,2.0,Sehat
Pork Belly,9.34 g,518.0,9.34,0.0,53.01,0.0,0.0,0.0,Kurang Sehat
Nugget Ayam Akumo,13 g,340.0,13.0,30.0,19.0,0.0,610.0,0.0,Kurang Sehat
NUtrijell Balanced Color Delima,1 g,0.0,0.0,3.0,0.0,1.0,15.0,1.0,Sehat
Ellenka Fiber Creme,1 g,10.0,0.0,2.0,1.0,0.0,5.0,1.0,Sehat
Teh pucuk harum,0 g,140.0,0.0,36.0,0.0,36.0,0.0,0.0,Kurang Sehat
Sambal cuk original cabe,4 g,160.0,1.0,9.0,13.0,3.0,0.0,4.0,Sehat
Sambal cuk ikan roa asap,3 g,220.0,4.0,7.0,20.0,4.0,0.0,3.0,Sehat
Ladaku Merica Bubuk,0 g,10.0,0.0,2.0,0.0,0.0,0.0,0.0,Sehat
gerry salut malkist rasa chocolate,2 g,130.0,2.0,19.0,5.0,5.0,120.0,0.0,Kurang Sehat
Lobster,1.88 g,77.0,16.52,0.0,0.75,0.0,423.0,0.0,Sehat
Teh frestea,0 g,160.0,0.0,40.0,0.0,36.0,0.0,0.0,Kurang Sehat
Baked lotus paste mooncake,1.34 g,191.0,2.78,25.38,8.66,0.0,0.0,1.34,Sehat
Sushi hand roll unagi,1 g,152.0,9.0,14.0,6.0,1.0,0.0,1.0,Sehat
Sushi hand roll shrimp,1 g,90.0,8.0,9.0,2.0,0.5,0.0,1.0,Sehat
Coklat Ritter Sport Whole Almonds,3 g,140.0,3.0,13.0,9.0,9.0,0.0,0.0,Kurang Sehat
Daun paku,Tidak Diketahui,1.2,29.0,3.4,6.5,0.1,0.0,19.0,Sehat
Ketimun krai,Tidak Diketahui,0.5,10.0,0.5,2.0,0.2,0.0,10.0,Sehat
Quaker 3 in 1,1 g,120.0,1.0,22.0,3.0,11.0,0.0,1.0,Sehat
Heavenly Kitchen Thai Tea Latte,1 g,100.0,1.0,19.0,2.5,0.0,70.0,0.0,Kurang Sehat
Milkita Assorted Milk Candy,0 g,15.0,0.0,14.0,1.5,9.0,5.0,0.0,Kurang Sehat
Kundur,Tidak Diketahui,0.7,22.0,0.4,4.7,0.2,0.0,2.0,Sehat
Lempog durian,1.90 g,320.0,3.5,63.7,5.7,0.0,0.0,4.9,Sehat
Saladstop Go Geisha,5.80 g,259.2,13.6,31.2,9.6,15.9,0.0,5.8,Sehat
beng beng shake it,1 g,45.0,1.0,6.0,2.5,0.0,20.0,0.0,Sehat
F1 Shake Mix,9 g,100.0,9.0,13.0,1.0,0.0,180.0,0.0,Sehat
Tepung bumbu kobe kentucky super crispy,1 g,70.0,2.0,14.0,0.0,1.0,0.0,1.0,Sehat
Tepung bumbu kobe bakwan & perkedel,2 g,70.0,2.0,15.0,0.0,1.0,0.0,2.0,Sehat
Tepung bumbu kobe pisang goreng,2 g,70.0,1.0,16.0,0.0,2.0,0.0,2.0,Sehat
Tepung bumbu kobe bumbu kalasan,1 g,70.0,0.0,15.0,0.0,3.0,0.0,1.0,Sehat
Tepung bumbu kobe tempe goreng,1 g,70.0,2.0,14.0,0.0,1.0,0.0,1.0,Sehat
Haverjoy Havermix Instant Oats & Choco Chips,4 g,25.0,4.0,25.0,3.0,0.0,10.0,0.0,Sehat
Haverjoy Rolled Oats,4 g,140.0,4.0,24.0,3.5,0.0,0.0,0.0,Sehat
Susu kedelai V Soy,8 g,188.0,8.0,21.0,8.5,15.0,0.0,0.0,Sehat
Soyjoy,5 g,150.0,5.0,12.0,9.0,7.0,0.0,5.0,Sehat
Soylicious sweetened,7 g,70.0,7.0,6.0,3.5,0.0,0.0,0.0,Sehat
Keripik singkong bumbu,2.30 g,481.0,2.2,73.6,19.7,0.0,0.0,1.6,Kurang Sehat
Serimping talas kebumen,2.30 g,478.0,2.5,69.2,21.2,0.0,0.0,1.7,Kurang Sehat
Cadbury Dairy Milk Oreo,2 g,100.0,2.0,17.0,11.0,13.0,60.0,0.0,Kurang Sehat
Top Avocado Coffee,1 g,90.0,1.0,15.0,3.0,10.0,25.0,0.0,Kurang Sehat
Daun gunda serang,Tidak Diketahui,1.1,62.0,4.2,9.2,0.9,0.0,0.0,Sehat
Anlene (cokelat),7 g,135.0,7.0,21.0,3.0,20.0,0.0,0.0,Sehat
Energen sereal cokelat,1 g,130.0,1.0,23.0,3.5,17.0,0.0,1.0,Sehat
Nutrive Benecol,0 g,60.0,1.0,9.0,2.0,4.0,0.0,0.0,Sehat
Sale kesemek,1.80 g,296.0,1.1,71.4,0.6,0.0,0.0,0.0,Kurang Sehat
buah pir / pear,83.96 g,57.0,0.36,15.23,0.14,0.0,1.0,3.1,Sehat
Ikan salmon,1.33 g,179.0,19.93,0.0,10.43,0.0,47.0,0.0,Sehat
Indomie tengkleng,7 g,350.0,9.0,45.0,14.0,2.0,0.0,7.0,Kurang Sehat
V-soy Multigrain,1.20 g,138.0,5.4,15.2,6.0,14.0,106.0,1.2,Kurang Sehat
Jules drestrooper speculoos,3 g,545.0,3.0,53.0,35.0,41.0,600.0,0.0,Tidak Sehat
Balingo,Tidak Diketahui,0.3,15.0,0.4,3.0,0.2,0.0,2.0,Sehat
Daun gunda bali,Tidak Diketahui,1.1,50.0,4.6,7.0,0.9,0.0,0.0,Sehat
Kacang ranti polong,0.30 g,37.0,3.1,7.9,0.2,0.0,0.0,2.5,Sehat
Jambu biji putih tidak berbiji,0.60 g,61.0,0.9,15.4,0.3,0.0,20.0,4.5,Sehat
Bluberry,7.50 g,317.0,2.5,80.0,2.5,0.0,0.0,7.5,Sehat
Selai Smucker's Blueberry,0 g,50.0,0.0,13.0,0.0,12.0,0.0,0.0,Kurang Sehat
Gilus mix aroma vanila (isi 10 sachet),1 g,90.0,1.0,21.0,0.5,17.0,0.0,0.0,Kurang Sehat
Nagasari,2.09 g,154.0,2.09,30.25,2.87,0.0,91.0,0.0,Kurang Sehat
Petis ikan,3 g,165.0,20.0,20.8,0.2,0.0,0.0,0.0,Sehat
Saus Curry,1 g,70.0,1.0,7.0,4.5,5.0,0.0,1.0,Sehat
Bihunku white curry,2 g,220.0,2.0,38.0,6.0,4.0,0.0,0.0,Sehat
Steamed Beancurd Sheet Roll,6.20 g,150.0,6.2,3.0,12.0,0.0,250.0,0.0,Kurang Sehat
Froot Loops,3 g,120.0,2.0,26.0,0.5,11.0,0.0,3.0,Sehat
Mcfloat,1.04 g,107.0,1.04,1.36,11.03,0.0,25.0,0.0,Kurang Sehat
Daun mangkokan,Tidak Diketahui,2.2,57.0,3.7,11.8,0.3,0.0,0.0,Sehat
Kokosan,Tidak Diketahui,0.2,86.0,1.6,13.0,0.2,0.0,2.0,Sehat
Coolant minuman,0 g,100.0,0.0,25.0,0.0,23.0,0.0,0.0,Kurang Sehat
Etira singkong stik,3 g,170.0,1.0,40.0,1.0,0.0,0.0,3.0,Sehat
Kacang merah kering,2.90 g,314.0,22.1,56.2,1.1,0.0,11.0,4.0,Sehat
Sariroti roti sobek coklat,2 g,370.0,7.0,56.0,13.0,17.0,250.0,2.0,Tidak Sehat
Roti Mr.Bread sobek keju,5 g,200.0,5.0,33.0,6.0,0.0,250.0,0.0,Sehat
Roti Sobek Cokelat Keju Sari Roti,6 g,350.0,9.0,51.0,12.0,16.0,500.0,6.0,Tidak Sehat
YUPI BOLICIOUS VERY STRAWBERRY,1 g,50.0,1.0,12.0,0.0,0.0,5.0,0.0,Sehat
Yupi Fruit Bites,1 g,0.0,1.0,12.0,0.0,6.0,0.0,0.0,Kurang Sehat
chicken nugget,15.58 g,297.0,15.58,16.32,18.82,0.0,574.0,0.0,Kurang Sehat
belfoods chicken Nugget crunch,15 g,290.0,15.0,15.0,19.0,0.0,460.0,0.0,Kurang Sehat
Champ Combination Chicken Nugget,12 g,90.0,12.0,8.0,20.0,0.0,720.0,0.0,Kurang Sehat
Selada,Tidak Diketahui,0.9,18.0,1.2,2.9,0.2,0.0,19.0,Sehat
Selada rebus,0.70 g,19.0,2.7,2.9,0.2,0.0,24.0,0.7,Sehat
Daun lobak,Tidak Diketahui,1.4,30.0,2.3,5.8,0.4,0.0,16.0,Sehat
Swallow Globe Agar Agar Bubuk Vanilla,0 g,5.0,0.0,2.0,0.0,0.0,0.0,0.0,Sehat
susu anlene gold plus Hi-Calsium,6 g,10.0,6.0,20.0,1.0,0.0,90.0,0.0,Sehat
A&W,0 g,170.0,0.0,43.0,0.0,43.0,0.0,0.0,Kurang Sehat
A&W burger mozza,2 g,550.0,25.0,43.0,33.0,12.0,0.0,2.0,Kurang Sehat
A&W Burger cheeseburger,1 g,398.0,15.0,39.0,21.0,9.0,0.0,1.0,Kurang Sehat
V-soy Soya bean Milk Low Sugar,2.70 g,56.0,2.7,5.2,2.7,2.2,0.0,0.0,Sehat
Prenagen Esensis,6 g,150.0,6.0,29.0,1.0,0.0,150.0,0.0,Sehat
Kacang tanah rebus dengan kulit,2.30 g,360.0,13.5,12.8,31.2,0.0,32.0,0.0,Kurang Sehat
